제목,카테고리,경도,위도,추가정보
별내동 별내중앙로 36-31,업로드,127.126385,37.64588,단속일시:2026-02-24 19:12:05;단속동:별내동;단속장소:별내동 별내중앙로 36-31;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6458800;_GPS_Y:127.126385
별내동 별내중앙로 36-37,업로드,127.126424,37.64589,단속일시:2026-03-12 14:39:08;단속동:별내동;단속장소:별내동 별내중앙로 36-37;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6458903;_GPS_Y:127.126424
별내동 별내중앙로 36-31,업로드,127.126391,37.645906,단속일시:2026-01-12 10:25:24;단속동:별내동;단속장소:별내동 별내중앙로 36-31;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6459065;_GPS_Y:127.126391
별내동 별내중앙로 24,업로드,127.126538,37.645689,단속일시:2026-03-16 15:11:47;단속동:별내동;단속장소:별내동 별내중앙로 24;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6456888;_GPS_Y:127.126538
별내동 별내중앙로 10,업로드,127.126727,37.644384,단속일시:2026-01-23 10:33:54;단속동:별내동;단속장소:별내동 별내중앙로 10;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6443836;_GPS_Y:127.126727
별내동 별내중앙로 24,업로드,127.126534,37.645741,단속일시:2026-02-24 19:11:59;단속동:별내동;단속장소:별내동 별내중앙로 24;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6457410;_GPS_Y:127.126534
별내동 별내중앙로 36-41,업로드,127.126764,37.645597,단속일시:2026-03-09 14:56:55;단속동:별내동;단속장소:별내동 별내중앙로 36-41;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6455970;_GPS_Y:127.126764
별내동 별내중앙로 24,업로드,127.126621,37.645583,단속일시:2026-02-27 14:30:15;단속동:별내동;단속장소:별내동 별내중앙로 24;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6455826;_GPS_Y:127.126621
별내동 별내중앙로 36-41,업로드,127.126803,37.645581,단속일시:2026-01-21 14:46:06;단속동:별내동;단속장소:별내동 별내중앙로 36-41;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6455811;_GPS_Y:127.126803
별내동 986,업로드,127.127554,37.642896,단속일시:2026-03-23 10:22:59;단속동:별내동;단속장소:별내동 986;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6428955;_GPS_Y:127.127554
별내동 별내중앙로 24,업로드,127.126426,37.645769,단속일시:2026-03-18 15:08:53;단속동:별내동;단속장소:별내동 별내중앙로 24;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6457688;_GPS_Y:127.126426
별내동 별내중앙로 30,업로드,127.126116,37.64601,단속일시:2026-02-06 14:20:35;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460100;_GPS_Y:127.126116
별내동 별내중앙로 30,업로드,127.126076,37.646016,단속일시:2026-01-08 10:18:21;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460163;_GPS_Y:127.126076
별내동 별내중앙로 26,업로드,127.12617,37.646015,단속일시:2026-03-09 14:56:35;단속동:별내동;단속장소:별내동 별내중앙로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460150;_GPS_Y:127.126170
별내동 별내중앙로 36-31,업로드,127.12618,37.646037,단속일시:2026-03-05 10:56:21;단속동:별내동;단속장소:별내동 별내중앙로 36-31;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460373;_GPS_Y:127.126180
별내동 별내중앙로 30,업로드,127.125966,37.646096,단속일시:2026-01-08 10:18:15;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460958;_GPS_Y:127.125966
별내동 별내중앙로 30,업로드,127.126059,37.646064,단속일시:2026-01-22 14:17:19;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460638;_GPS_Y:127.126059
별내동 별내중앙로 30,업로드,127.126069,37.646157,단속일시:2026-03-17 15:08:03;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461566;_GPS_Y:127.126069
별내동 별내중앙로 30,업로드,127.125963,37.646171,단속일시:2026-03-30 10:27:35;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461706;_GPS_Y:127.125963
별내동 별내중앙로 30,업로드,127.125296,37.645745,단속일시:2026-02-07 14:40:38;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6457453;_GPS_Y:127.125296
별내동 별내중앙로 30,업로드,127.125301,37.645778,단속일시:2026-01-16 14:42:15;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6457780;_GPS_Y:127.125301
별내동 별내중앙로 30,업로드,127.125246,37.645798,단속일시:2026-01-30 15:07:15;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6457980;_GPS_Y:127.125246
별내동 별내중앙로 34,업로드,127.125239,37.645906,단속일시:2026-02-13 14:57:10;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6459061;_GPS_Y:127.125239
별내동 별내중앙로 26,업로드,127.126175,37.645921,단속일시:2026-03-28 14:06:10;단속동:별내동;단속장소:별내동 별내중앙로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6459210;_GPS_Y:127.126175
별내동 별내중앙로 26,업로드,127.126263,37.645933,단속일시:2026-03-09 14:56:40;단속동:별내동;단속장소:별내동 별내중앙로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6459326;_GPS_Y:127.126263
별내동 별내중앙로 26,업로드,127.12611,37.646001,단속일시:2026-03-13 14:54:50;단속동:별내동;단속장소:별내동 별내중앙로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460013;_GPS_Y:127.126110
별내동 별내중앙로 26,업로드,127.126084,37.645986,단속일시:2026-03-17 15:06:56;단속동:별내동;단속장소:별내동 별내중앙로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6459856;_GPS_Y:127.126084
별내동 별내중앙로 24,업로드,127.125826,37.645218,단속일시:2026-03-25 14:45:55;단속동:별내동;단속장소:별내동 별내중앙로 24;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6452178;_GPS_Y:127.125826
별내동 별내중앙로 24,업로드,127.125884,37.645194,단속일시:2026-01-23 10:34:09;단속동:별내동;단속장소:별내동 별내중앙로 24;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6451935;_GPS_Y:127.125884
별내동 별내중앙로 24,업로드,127.125942,37.645199,단속일시:2026-03-04 10:01:46;단속동:별내동;단속장소:별내동 별내중앙로 24;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6451991;_GPS_Y:127.125942
별내동 별내중앙로 26,업로드,127.125602,37.645464,단속일시:2026-02-05 16:20:15;단속동:별내동;단속장소:별내동 별내중앙로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6454635;_GPS_Y:127.125602
별내동 별내중앙로 26,업로드,127.125739,37.645473,단속일시:2026-03-28 14:04:56;단속동:별내동;단속장소:별내동 별내중앙로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6454730;_GPS_Y:127.125739
별내동 별내중앙로 26,업로드,127.125599,37.645492,단속일시:2026-02-27 14:28:47;단속동:별내동;단속장소:별내동 별내중앙로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6454923;_GPS_Y:127.125599
별내동 별내중앙로 26,업로드,127.12561,37.645573,단속일시:2026-02-13 14:56:58;단속동:별내동;단속장소:별내동 별내중앙로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6455726;_GPS_Y:127.125610
별내동 별내중앙로 30,업로드,127.125312,37.645618,단속일시:2026-03-05 10:55:24;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6456175;_GPS_Y:127.125312
별내동 별내중앙로 34,업로드,127.124948,37.646102,단속일시:2026-02-26 14:06:58;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461025;_GPS_Y:127.124948
별내동 별내2로 64,업로드,127.124683,37.64614,단속일시:2026-01-28 15:01:55;단속동:별내동;단속장소:별내동 별내2로 64;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461403;_GPS_Y:127.124683
별내동 별내중앙로 34,업로드,127.125047,37.646141,단속일시:2026-01-08 10:17:11;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461411;_GPS_Y:127.125047
별내동 별내2로 64,업로드,127.124969,37.64616,단속일시:2026-03-27 10:19:24;단속동:별내동;단속장소:별내동 별내2로 64;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461595;_GPS_Y:127.124969
별내동 별내2로 64,업로드,127.124717,37.646165,단속일시:2026-03-05 10:59:00;단속동:별내동;단속장소:별내동 별내2로 64;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461646;_GPS_Y:127.124717
별내동 별내중앙로 34,업로드,127.125061,37.646178,단속일시:2026-03-28 14:05:16;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461780;_GPS_Y:127.125061
별내동 별내중앙로 34,업로드,127.125054,37.646158,단속일시:2026-01-30 15:35:28;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461581;_GPS_Y:127.125054
별내동 별내2로 64,업로드,127.12475,37.646145,단속일시:2026-03-11 15:44:35;단속동:별내동;단속장소:별내동 별내2로 64;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461446;_GPS_Y:127.124750
별내동 별내중앙로 34,업로드,127.125237,37.645863,단속일시:2026-01-12 10:21:41;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6458628;_GPS_Y:127.125237
별내동 별내중앙로 34,업로드,127.124999,37.646045,단속일시:2026-02-07 14:12:02;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460445;_GPS_Y:127.124999
별내동 불암로 68,업로드,127.110731,37.646062,단속일시:2026-02-20 20:01:30;단속동:별내동;단속장소:별내동 불암로 68;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460620;_GPS_Y:127.110731
별내동 별내중앙로 34,업로드,127.12514,37.645931,단속일시:2026-02-10 14:54:19;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6459311;_GPS_Y:127.125140
별내동 별내중앙로 34,업로드,127.125114,37.646085,단속일시:2026-01-23 10:34:31;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460855;_GPS_Y:127.125114
별내동 별내중앙로 34,업로드,127.125062,37.646094,단속일시:2026-03-03 09:57:59;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460943;_GPS_Y:127.125062
별내동 별내2로 64,업로드,127.124666,37.6461,단속일시:2026-02-07 14:09:43;단속동:별내동;단속장소:별내동 별내2로 64;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6460996;_GPS_Y:127.124666
별내동 별내중앙로 34,업로드,127.125077,37.646101,단속일시:2026-03-28 14:05:13;단속동:별내동;단속장소:별내동 별내중앙로 34;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6461010;_GPS_Y:127.125077
별내동 순화궁로 116,업로드,127.120498,37.643032,단속일시:2026-03-29 11:38:44;단속동:별내동;단속장소:별내동 순화궁로 116;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6430320;_GPS_Y:127.120498
별내동 순화궁로 116,업로드,127.120475,37.642942,단속일시:2026-03-29 11:38:40;단속동:별내동;단속장소:별내동 순화궁로 116;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6429420;_GPS_Y:127.120475
별내동 불암로 25-39,업로드,127.109881,37.644027,단속일시:2026-03-29 15:11:11;단속동:별내동;단속장소:별내동 불암로 25-39;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6440270;_GPS_Y:127.109881
별내동 불암로 41-6,업로드,127.111575,37.645235,단속일시:2026-01-26 14:42:50;단속동:별내동;단속장소:별내동 불암로 41-6;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6452346;_GPS_Y:127.111575
별내동 별내중앙로 30,업로드,127.125233,37.645818,단속일시:2026-02-07 14:11:55;단속동:별내동;단속장소:별내동 별내중앙로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6458178;_GPS_Y:127.125233
별내동 별내4로 7,업로드,127.111337,37.645634,단속일시:2026-01-12 14:42:39;단속동:별내동;단속장소:별내동 별내4로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6456343;_GPS_Y:127.111337
별내동 별내4로 7,업로드,127.111296,37.645681,단속일시:2026-01-12 14:42:43;단속동:별내동;단속장소:별내동 별내4로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6456810;_GPS_Y:127.111296
별내동 별내4로 7,업로드,127.111376,37.645585,단속일시:2026-02-23 15:06:08;단속동:별내동;단속장소:별내동 별내4로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6455848;_GPS_Y:127.111376
별내동 986,업로드,127.127521,37.642808,단속일시:2026-03-11 15:41:12;단속동:별내동;단속장소:별내동 986;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6428076;_GPS_Y:127.127521
별내동 986,업로드,127.127519,37.642847,단속일시:2026-03-19 15:20:21;단속동:별내동;단속장소:별내동 986;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6428466;_GPS_Y:127.127519
별내동 986,업로드,127.127456,37.642883,단속일시:2026-03-09 10:09:56;단속동:별내동;단속장소:별내동 986;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6428831;_GPS_Y:127.127456
별내동 986,업로드,127.127481,37.642825,단속일시:2026-03-18 15:17:23;단속동:별내동;단속장소:별내동 986;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6428245;_GPS_Y:127.127481
별내동 986,업로드,127.127543,37.642827,단속일시:2026-03-30 10:37:07;단속동:별내동;단속장소:별내동 986;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6428273;_GPS_Y:127.127543
별내동 986,업로드,127.127543,37.642866,단속일시:2026-03-19 15:20:26;단속동:별내동;단속장소:별내동 986;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6428656;_GPS_Y:127.127543
별내동 985-1,업로드,127.126529,37.641907,단속일시:2026-01-21 14:40:31;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419071;_GPS_Y:127.126529
별내동 985-1,업로드,127.126542,37.641926,단속일시:2026-01-20 14:56:29;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419260;_GPS_Y:127.126542
별내동 985-1,업로드,127.126557,37.641924,단속일시:2026-01-20 14:56:31;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419236;_GPS_Y:127.126557
별내동 985-1,업로드,127.126513,37.641926,단속일시:2026-01-21 14:40:17;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419263;_GPS_Y:127.126513
별내동 985-1,업로드,127.12703,37.642013,단속일시:2026-03-18 15:15:51;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420133;_GPS_Y:127.127030
별내동 985-1,업로드,127.126544,37.641988,단속일시:2026-01-08 10:24:07;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419878;_GPS_Y:127.126544
별내동 985-1,업로드,127.126739,37.642001,단속일시:2026-01-08 10:23:44;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420015;_GPS_Y:127.126739
별내동 985-1,업로드,127.126521,37.641974,단속일시:2026-01-23 10:31:37;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419735;_GPS_Y:127.126521
별내동 985-1,업로드,127.126638,37.641818,단속일시:2026-03-18 15:15:30;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6418183;_GPS_Y:127.126638
별내동 985-1,업로드,127.126551,37.641834,단속일시:2026-01-21 14:40:26;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6418340;_GPS_Y:127.126551
별내동 985-1,업로드,127.126552,37.641886,단속일시:2026-01-22 14:11:19;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6418861;_GPS_Y:127.126552
별내동 985-1,업로드,127.126534,37.641867,단속일시:2026-03-20 15:15:13;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6418666;_GPS_Y:127.126534
별내동 986,업로드,127.126538,37.641852,단속일시:2026-03-20 15:16:03;단속동:별내동;단속장소:별내동 986;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6418515;_GPS_Y:127.126538
별내동 985-1,업로드,127.126552,37.641882,단속일시:2026-02-04 10:27:07;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6418821;_GPS_Y:127.126552
별내동 985-1,업로드,127.126595,37.641867,단속일시:2026-01-22 14:11:31;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6418670;_GPS_Y:127.126595
별내동 985-1,업로드,127.126544,37.641905,단속일시:2026-01-22 14:11:59;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419045;_GPS_Y:127.126544
별내동 985-1,업로드,127.126459,37.641971,단속일시:2026-01-22 14:10:47;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419715;_GPS_Y:127.126459
별내동 986,업로드,127.126454,37.641972,단속일시:2026-03-31 10:20:36;단속동:별내동;단속장소:별내동 986;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419716;_GPS_Y:127.126454
별내동 985-1,업로드,127.126447,37.641973,단속일시:2026-03-17 15:12:58;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419730;_GPS_Y:127.126447
별내동 985-1,업로드,127.126464,37.641975,단속일시:2026-03-03 09:53:22;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419751;_GPS_Y:127.126464
별내동 985-1,업로드,127.126473,37.641997,단속일시:2026-01-23 10:31:12;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419973;_GPS_Y:127.126473
별내동 985-1,업로드,127.126481,37.642012,단속일시:2026-01-08 10:24:28;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420121;_GPS_Y:127.126481
별내동 985-1,업로드,127.126456,37.64208,단속일시:2026-01-26 10:22:31;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420798;_GPS_Y:127.126456
별내동 985-1,업로드,127.126439,37.642061,단속일시:2026-01-26 10:22:15;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420611;_GPS_Y:127.126439
별내동 985-1,업로드,127.126494,37.641945,단속일시:2026-03-12 14:42:43;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419450;_GPS_Y:127.126494
별내동 985-1,업로드,127.126481,37.641947,단속일시:2026-02-24 14:46:34;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419465;_GPS_Y:127.126481
별내동 985-1,업로드,127.12645,37.641948,단속일시:2026-02-24 14:46:29;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419485;_GPS_Y:127.126450
별내동 985-1,업로드,127.126445,37.64195,단속일시:2026-03-19 15:17:46;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419501;_GPS_Y:127.126445
별내동 별내2로 64,업로드,127.126467,37.641957,단속일시:2026-01-19 10:56:08;단속동:별내동;단속장소:별내동 별내2로 64;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419570;_GPS_Y:127.126467
별내동 985-1,업로드,127.126454,37.641961,단속일시:2026-01-19 10:56:05;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419611;_GPS_Y:127.126454
별내동 985-1,업로드,127.126458,37.641964,단속일시:2026-02-04 10:27:02;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419643;_GPS_Y:127.126458
별내동 985-1,업로드,127.12646,37.641968,단속일시:2026-03-31 10:20:34;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419685;_GPS_Y:127.126460
별내동 985-1,업로드,127.126496,37.64182,단속일시:2026-02-03 15:45:47;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6418200;_GPS_Y:127.126496
별내동 985-1,업로드,127.126472,37.641852,단속일시:2026-02-03 15:45:23;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6418523;_GPS_Y:127.126472
별내동 985-1,업로드,127.126468,37.641916,단속일시:2026-03-19 15:18:02;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419158;_GPS_Y:127.126468
별내동 985-1,업로드,127.126498,37.641917,단속일시:2026-03-04 09:56:40;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419173;_GPS_Y:127.126498
별내동 985-1,업로드,127.126496,37.64192,단속일시:2026-03-19 15:17:54;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419198;_GPS_Y:127.126496
별내동 985-1,업로드,127.126506,37.641934,단속일시:2026-03-12 14:42:36;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419336;_GPS_Y:127.126506
별내동 985-1,업로드,127.126474,37.641942,단속일시:2026-01-08 10:22:44;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419425;_GPS_Y:127.126474
별내동 985-1,업로드,127.126443,37.64194,단속일시:2026-02-03 15:45:07;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419396;_GPS_Y:127.126443
별내동 985-1,업로드,127.126305,37.642057,단속일시:2026-03-13 15:04:41;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420570;_GPS_Y:127.126305
별내동 801-1,업로드,127.126397,37.642072,단속일시:2026-01-26 10:22:08;단속동:별내동;단속장소:별내동 801-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420716;_GPS_Y:127.126397
별내동 985-1,업로드,127.126291,37.642081,단속일시:2026-02-24 14:45:55;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420813;_GPS_Y:127.126291
별내동 순화궁로 167,업로드,127.126438,37.642281,단속일시:2026-01-19 10:57:27;단속동:별내동;단속장소:별내동 순화궁로 167;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6422813;_GPS_Y:127.126438
별내동 순화궁로 116,업로드,127.120437,37.642824,단속일시:2026-03-29 11:38:35;단속동:별내동;단속장소:별내동 순화궁로 116;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6428240;_GPS_Y:127.120437
별내동 순화궁로 116,업로드,127.120454,37.642873,단속일시:2026-03-29 11:38:38;단속동:별내동;단속장소:별내동 순화궁로 116;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6428730;_GPS_Y:127.120454
별내동 순화궁로 167,업로드,127.126088,37.64224,단속일시:2026-01-09 10:02:04;단속동:별내동;단속장소:별내동 순화궁로 167;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6422396;_GPS_Y:127.126088
별내동 985-1,업로드,127.12634,37.6421,단속일시:2026-01-23 10:30:55;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6421000;_GPS_Y:127.126340
별내동 985-1,업로드,127.126429,37.642001,단속일시:2026-03-18 15:15:11;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420011;_GPS_Y:127.126429
별내동 985-1,업로드,127.126399,37.642004,단속일시:2026-03-13 15:05:00;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420043;_GPS_Y:127.126399
별내동 985-1,업로드,127.126352,37.642013,단속일시:2026-02-04 10:26:55;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420130;_GPS_Y:127.126352
별내동 985-1,업로드,127.126374,37.642024,단속일시:2026-03-13 15:04:54;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420243;_GPS_Y:127.126374
별내동 985-1,업로드,127.126376,37.642016,단속일시:2026-03-13 15:04:47;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420163;_GPS_Y:127.126376
별내동 985-1,업로드,127.12637,37.642041,단속일시:2026-03-18 15:15:02;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420405;_GPS_Y:127.126370
별내동 985-1,업로드,127.126349,37.64205,단속일시:2026-03-12 14:42:22;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420501;_GPS_Y:127.126349
별내동 985-1,업로드,127.126374,37.642055,단속일시:2026-01-08 10:21:58;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6420555;_GPS_Y:127.126374
별내동 985-1,업로드,127.12641,37.64187,단속일시:2026-01-08 10:22:54;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6418701;_GPS_Y:127.126410
별내동 985-1,업로드,127.126432,37.641948,단속일시:2026-02-03 15:45:06;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419483;_GPS_Y:127.126432
별내동 985-1,업로드,127.126423,37.64198,단속일시:2026-01-08 10:22:30;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419798;_GPS_Y:127.126423
별내동 985-1,업로드,127.12642,37.641946,단속일시:2026-03-05 11:00:53;단속동:별내동;단속장소:별내동 985-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6419458;_GPS_Y:127.126420
